Track Name,Artist Name,Track ID,Album ID,Artist ID,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Key,Time Signature,Mode,Duration (ms),Popularity
God Can Heal It - Radio Version,Ted & Sheri,54T6ITymCt3NXOkLQWRR5a,0sg5k1BQM7793E69oADFcQ,1SMjYoloIpz6BwCJKgqjEN,gospel,0.477,0.627,-6.498,0.0524,0.308,0,0.284,0.421,127.096,6,3,1,243159,36
"Lord, I Hear You",Lucinda Moore,1ny8vWhcpg32DPjcR5vyHo,2UiElgZOrB6TCh5lTuA41G,36NpWbQn9NARm2hy9oP58x,gospel,0.56,0.622,-4.034,0.0479,0.197,0,0.341,0.641,79.02,11,4,1,257998,35
No Greater Love,Rudy Currence,4Sg882Wev4lELJwfKZUSWQ,68nNR4DGruSxsWnhVZMyEd,1XjkqiNiTkbF2FOEDMNqC8,gospel,0.447,0.584,-6.63,0.0537,0.629,0,0.113,0.419,139.878,7,4,0,288963,46
All Things Working,Josh Copeland,3Lr6aWrd9Hrdv4u4ruifL4,0Rm1QskYW7oKKCZNKS0qLm,03g32kjZ1CsP35h9HYPesz,gospel,0.394,0.601,-7.701,0.179,0.153,0,0.0946,0.407,167.975,7,4,1,390350,38
Promises,Maverick City Music,0aZFEiDKLK2B4gzPaGCZVm,0prxUuXzlIyjSJU9ej003n,58r1rB5t3VF5X6yXGPequV,gospel,0.361,0.423,-11.697,0.0375,0.283,6.38e-05,0.0942,0.238,114.66,10,4,1,646239,68
joyful,Dante Bowe,1Eg2byzEpuiG5rM5PUFVAt,57XPU0P5oh5VlO9wfR6EK1,60JjUCBeLsuJ95WFvqFiFz,gospel,0.637,0.695,-7.929,0.234,0.0578,0,0.385,0.851,91.64,1,4,1,136680,51
MY GOD,Jor'dan Armstrong,3krb5j9ZsU8DDNKu3FvfKR,3MeHz4YLJCt5aNhbAQxK86,2s0Vf0XkLyHCQfyvFDnTi8,gospel,0.726,0.716,-7.244,0.0576,0.0172,0,0.113,0.607,95.812,11,4,0,181176,49
Just Like God,Evvie McKinney,56rwjJ8kxKhVs16jjfLIbG,0U8ujczkuAHZ9NJ4Z1qkvj,7G7JWOsGhDMily2HtfzcIZ,gospel,0.424,0.757,-4.201,0.0813,0.15,6.06e-06,0.214,0.306,154.424,8,4,1,180946,49
Best Days - Live,Martha Munizzi,2XEHQi8lPcqxYpsANPmQUj,2XwHRMzRjFDWFcdiNRScC9,0wiD0pcfAS8545DNHBcriR,gospel,0.441,0.843,-3.766,0.0676,0.12,0,0.539,0.47,161.996,0,4,1,381323,36
Let Him In,JOKIA,00JwSM2j1iwqba0cEZUJNu,7vsjLmKmDaM5d6X6jk8Mtc,0ookqFkmQpJCmnG9lzI45E,gospel,0.513,0.707,-6.06,0.0371,0.00548,0,0.132,0.244,139.974,1,4,1,219615,36
Mighty Strong God (feat. JJ Hairston),Stephanie Summers,2Fts4jyffVpk4S5x6V3FYQ,2aVWH3syBtO599hbhY5T6H,5BFr3GdxQ2Z44JhIrRsi7I,gospel,0.313,0.817,-5.026,0.0412,0.0557,0,0.227,0.345,83.768,8,3,1,436715,35
Still,Brian Courtney Wilson,7JGoxeZPX3CR6sOiE3gcw8,4vKeEyijH6Fi7VCzXtRR4U,5K2BdUwQNqXy70BX2L8BQx,gospel,0.331,0.533,-9.252,0.0627,0.507,0,0.0977,0.353,146.156,10,4,1,253927,36
Thank You Lord - Live / Edit,Joyous Celebration,6TXKTDRCZIUw1mUXxAKlG4,43BcsE3aQQhl84jZFLdODn,6jG7VTyXJjdrVP4jNjDX9W,gospel,0.665,0.616,-7.072,0.0371,0.00436,4.83e-06,0.139,0.439,117.85,2,3,1,199200,39
Jesus,Phil Thompson,0F4VwUotalOhjYiLlSedkA,5S4ZhAVkgrDchHjNdPoD8H,3NYwlCIjzmWwNdLPGT9UV8,gospel,0.23,0.482,-6.64,0.0364,0.0429,2.77e-05,0.109,0.105,126.268,8,4,1,454040,40
Believe For It - Live,CeCe Winans,48xkeL7pEY4x2q2sz1vLMD,1GKmThD0SJDo5YliRPBNL0,3qfrrrSO7utFdJkM2tvMRb,gospel,0.264,0.671,-5.069,0.0407,0.0494,0,0.319,0.181,157.953,7,4,1,502333,10
Jehovah Jireh - Live,Jekalyn Carr,7l6yY4kttGsr96vM9vY7XX,33Ew8vazpkcYhyyNMv8jhj,5ynRYAGjyPDE8unsFqi6MH,gospel,0.44,0.696,-5.065,0.0363,0.0875,0,0.379,0.17,92.042,3,4,0,373772,48
Speak To Me,Koryn Hawthorne,0CZmy9ctYRi2Ux5uFLGqSr,7sp7t59cny1pmM0JImzODg,03qM4LmPCrR7CuHTE0WAIW,gospel,0.745,0.621,-6.109,0.314,0.389,0,0.174,0.63,82.51,0,4,0,166963,52
Hello God,Tamela Mann,5vCmQ3GFBY338mNytXxXaB,6pqXXcSmkHmuODhcFLfNuQ,6ZyV955Ypf3JAKInn1a0dt,gospel,0.626,0.812,-5.251,0.0746,0.105,2.29e-06,0.171,0.742,109.972,10,4,1,259067,44
Stand Still,The Walls Group,0jZkU2WcbamGJBkMpWiXpO,4FQPsor267WU0vJ8CqLFg1,3UZQmKr3fkPDCdIRtdX1RV,gospel,0.59,0.658,-4.542,0.0847,0.0731,0,0.44,0.605,123.039,5,4,1,237109,42
Redeemer,Karima,43yNBaEEwBhGGS0yJJaK2V,4nMk16S67GzM7jsA2HnwHs,55xDuhefd7WGiIXDhN8hOE,gospel,0.445,0.637,-5.253,0.043,0.129,0,0.312,0.23,109.852,7,4,1,317608,37
Lay It Down,Tatiana Barnett,0DX2oMQ2xFlFbo5IgDzWRf,5ZWAK4lNzR53kossI3igfd,6Bn6E8yuXSJHpNEckXX7hi,gospel,0.597,0.931,-4.8,0.0448,0.0171,2.58e-06,0.373,0.761,102.019,8,4,0,261093,33
You Will Remain,Anthony Evans,2ZXSoWKbF1XsrLhMizx38C,1beNynQZMG4AqArZQN82By,6qL5lCa1VbCzWiVgnj6QIV,gospel,0.75,0.707,-6.324,0.0395,0.0771,0,0.0955,0.725,109.974,5,4,1,270462,42
Rushing In - Live,Anna Golden,02VfD2SkTugthTpKzDw8Zp,46V8rvf1x9N0Cca4LD3Y8s,3YChYj3gO6EJmFwI79cUSe,gospel,0.436,0.781,-6.682,0.0964,0.0967,0,0.435,0.403,112.448,4,4,1,462320,46
circles,Dante Bowe,4uTuS5lSl8sWzvgTaisrwl,5pI2XMFx0EOU78IXv1Z5rB,60JjUCBeLsuJ95WFvqFiFz,gospel,0.438,0.346,-10.919,0.0641,0.936,1.41e-06,0.403,0.339,110.1,11,1,1,169070,43
E6 - Hot Mix,Evvie McKinney,5wQMXr2mmNfnMUtgR7A8hi,3VWh2UjLcYbic1FFmkzL9B,7G7JWOsGhDMily2HtfzcIZ,gospel,0.627,0.786,-4.833,0.0476,0.00489,0,0.291,0.442,92.011,1,4,0,210679,50
Hold Us Together - Hope Mix,H.E.R.,42Q6AOIHAybfNz8tFMwrWl,1v2udzifT2MKC7HBgz8BlU,3Y7RZ31TRPVadSFVy1o8os,gospel,0.502,0.567,-6.696,0.0368,0.05,0,0.413,0.344,81.781,10,4,1,278109,54
Goodness of God,Israel & New Breed,4v4NiTCwgjwJixy0doOsCP,0lK9s3Mt3B2iDuUBmSl7EE,77HU1Zb1VDIFvWKteJii0E,gospel,0.319,0.416,-9.157,0.0483,0.241,0,0.2,0.219,64.704,7,4,1,312512,51
Stayed On Him (Isaiah 26:3),Terrian,3n6Y6eZ1PIq8DOBcQJHVkK,2fGd7TWmDcPRW9Y45CKcx0,19TPpTWkgX13Qc2stbqVoP,gospel,0.608,0.64,-6.014,0.0537,0.346,0,0.121,0.238,90.023,0,4,1,239013,51
Do It Now (feat. Dominique Thompson),Jason Clayborn & The Atmosphere Changers,7nWkd4MCZS89qDOc5zGfbf,75vGEkrjKlWnDC8q8v5GmY,6BGuum32mzutRF9wKRdOJg,gospel,0.304,0.596,-9.412,0.0403,0.00674,0,0.201,0.16,116.349,0,4,1,384973,34
IN MY FEELINGS,Dawkins & Dawkins,3b8ALkia9ueH0ybDLt7lMt,1dkPju5MuM7S2lrWuOBy9A,2pYO2c16sGAVt3Qtgn58zJ,gospel,0.603,0.44,-8.667,0.093,0.682,0,0.102,0.348,130.107,7,4,0,216596,38
Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship,7yu4816uyIqXiPvALxL44y,4l5yZalv0TVl70Xe13dFjl,3YCKuqpv9nCsIhJ2v8SMix,gospel,0.335,0.639,-6.598,0.0369,0.265,0,0.107,0.381,139.912,3,4,1,598995,65
In Spite Of Me,Tasha Cobbs Leonard,14jIX5rmoUWVPBNq3Q72J8,66hDxNOJJd54OLzt79Uvef,5YxebzzreNswbtYC1td4cx,gospel,0.442,0.645,-8.348,0.106,0.0554,1.23e-06,0.385,0.433,170.043,7,4,1,346766,46
Strong Tower,James Wilson,669VvAjG3aq7iRvrV3CvFv,3nuFLVSFr8GJT1XGjEfJnu,2OM1dMkwtReAQfUbBKskuk,gospel,0.321,0.894,-5.05,0.0947,0.014,0,0.533,0.301,158.021,7,4,1,419597,40
Make Me Better,Carnel Davis & Incorporated to Praise,3F9YKA0taoh6ofIXcNKSfy,4whwjfYkjmVuYSnbDbVwRj,67xmsPTJBnWHzUhjVa3J4b,gospel,0.604,0.961,-3.939,0.168,0.0664,0,0.682,0.293,106.031,10,4,0,351026,33
Mighty God,Kevin Lemons & Higher Calling,0i3gYcDvPo71gcVpwozRo3,1MXrTRaWlLR2YofAz4rI4U,3malrV5uTGu4zKxxGMDaQC,gospel,0.546,0.966,-6.728,0.215,0.0331,0,0.567,0.449,156.012,1,4,1,754005,34
Hold Me Close,Kelontae Gavin,3TefSXy7T3ylEf4I5bBh4u,5alrAEikPq9l3uayhxDFb0,1G73Usb8ZrWsOSxOmufR3D,gospel,0.331,0.669,-4.629,0.0419,0.801,0,0.582,0.58,115.289,5,4,1,266603,37
I Gotta Song,James Wilson,2WzTahJr3Pbkw4ZkIbyBzU,13W77W2HeajGg74mTmsobT,2OM1dMkwtReAQfUbBKskuk,gospel,0.57,0.922,-4.618,0.0754,0.0233,0,0.769,0.602,119.985,2,4,1,287993,43
Billion Words,Limoblaze,2puMJOrIlIR5ED23tXG69u,3MxeCft9yM5F5rpfokjV6Y,0liXA3xwx6pncxYQA30ahT,gospel,0.507,0.704,-7.124,0.0467,0.0239,0,0.321,0.246,137.461,5,4,1,464974,37
I've Got To Praise The Lord - Live,DeAnte Duckett & The Justified Crew,1s45Dc4Cmr2ya4GqMazXOw,1A8HCQ8B7ngorIcM6CXynY,2tnTM9JFqIOWq1L7CkNejJ,gospel,0.581,0.985,-5.475,0.321,0.000864,0.00556,0.345,0.364,132.018,1,4,1,335842,34
With My Hands,Sinach,5Lqz5GyhOwfwbSQLX7KJGp,3f4uAnNYCz9xizRrqhjvDZ,6hKHFC67DZJNw9tg1l0lIe,gospel,0.199,0.61,-5.083,0.0517,0.314,0,0.105,0.198,78.082,3,3,1,350000,39
I Won’t Give Up/Change Your Situation,Darnell Davis & The Remnant,6mASwjv4iSz5S8je6WPX55,1hHqY5WmG3yS71tomM4p4l,57F2Lxcefwei7pyjF9KHQH,gospel,0.346,0.5,-10.591,0.0692,0.0521,0,0.105,0.47,102.17,1,3,1,326384,34
Praise Is What I Do,Shekinah Glory Ministry,6UHSeCmvYFt7ilsZu7vrZ8,44d83wKBtrwBQn5q52U0Fo,50DI0MpQBOtBO0PFtKVQRx,gospel,0.323,0.599,-8.768,0.05,0.00582,0,0.0859,0.172,105.832,8,4,1,356307,38
God Is Working,Deon Kipping,0xHo0tA2RYAPSpKGIo5pzy,0U7I05VlAZpSX6exVWlaSM,5GoBkSWqd1pb7gzf6f71DS,gospel,0.494,0.664,-5.126,0.0335,0.353,0,0.0904,0.386,134.089,1,4,1,324749,38
Not Holding Back,JJ Hairston,3648FGKvPaB9jJ6SszwiXD,4xYwMKxTffmhIZwJKLsMlR,2PiKaajF8T1X6KGgvYlxOD,gospel,0.233,0.71,-5.041,0.066,0.184,0,0.0746,0.377,173.028,6,3,1,747716,41
Brighter (Live),DOE,0rj1Toj8pv2DWSRftP4jG3,4dkHu7tF7pGKsehlj9M9hK,7z7byOJ4AJnMY2NHE66ZpW,gospel,0.489,0.47,-6.213,0.14,0.75,0,0.143,0.274,81.029,2,4,1,299587,37
He'll Make It Alright,Charles Jenkins & Fellowship Chicago,6YY9ZNNsFQX53WozAKUJja,18sGMZqTG34RTvMhOPKaOa,2jqLJvBYhbA8qNe37kbSaU,gospel,0.688,0.672,-6.779,0.0407,0.0937,1.58e-05,0.0399,0.701,79.991,1,4,1,240305,40
Go in Your Strength,Chevelle Franklyn,6OGU91g6ajoxJLyZPH7B8O,2I6wKT1RcG0l0qmIfS3Cl5,7mJ39b6DNnEJ263UqTvKmc,gospel,0.642,0.741,-4.516,0.0309,0.209,0,0.115,0.556,96.011,10,4,1,228573,34
Still Everything - Single Version,Benita Jones,5k0rf07kq6iZx0ckB8eSiW,1Qt4X8FcR4Ya8ijxQ8l8Q7,6qBjK1dD3p6ZDBaG52FT1S,gospel,0.441,0.776,-4.481,0.0506,0.0268,0,0.126,0.488,125.828,5,4,1,274286,35
How Much Longer (Rap Version),Common Hymnal,3LVPOG6xoCxaVKgcWqipMd,6Gu1Om6HVUxKEJ372C5D9N,1q6xQXmuTccwh7gBR7ToUN,gospel,0.272,0.532,-13.124,0.137,0.261,2.9e-05,0.105,0.454,145.69,2,4,1,315521,0
Never Be Defeated (feat. Vincent Bohanan),Rich Tolbert Jr.,1hxEoYuj2K46BdAEcV7wEk,1WZVo0Y7oIXSlQhI6rXY0A,4fwBB2MOFR0Yr5KmnQURfb,gospel,0.254,0.661,-9.903,0.0969,0.000236,0,0.429,0.247,149.341,6,4,1,785996,38
Strong God,Kirk Franklin,7xL1Z3k7YvBTYjkIQrDdle,0n0B8fefGF2CiVyNktbapt,4akybxRTGHJZ1DXjLhJ1qu,gospel,0.534,0.644,-8.537,0.235,0.45,0,0.113,0.327,75.059,10,4,1,245901,48
Beautiful Savior,Bryan Popin,6d7zCicPbCxMXNsr7cG1Gy,2nmGL8QLvSUDBqweL9FGjU,6jfghB5jl6RMXoiXqldVhz,gospel,0.274,0.699,-5.186,0.0406,0.0603,3.36e-06,0.161,0.0649,146.03,0,3,1,228019,34
It's Gonna Happen - Radio Edit,James Fortune,6CyZOSjT0yX7VGnYa0Qrxe,6AIcOcfpLO0SrHJM12mWBU,4eIjSDb64R18sJaNlOGaFH,gospel,0.389,0.931,-2.73,0.237,0.145,0,0.178,0.753,98.175,5,4,1,206079,42
Anyhow - Radio Edit,Tye Tribbett,4YYMP4WMs75a36aHeMOBEX,4fXegbokVIAu3DDu4KAZi6,1xy9x7h2jKEg8iG22Sml32,gospel,0.423,0.432,-6.267,0.0384,0.573,0,0.0834,0.391,151.864,9,3,0,238098,44
Make It Alright,Patrick Dopson,0JZR1nDC9BSChLLAIIT6Ji,2UFCVi24rpPpXqfyoBqNWq,2Aw6herTftgxyGaUxkHTNX,gospel,0.42,0.73,-4.906,0.0478,0.00552,0,0.116,0.414,107.812,7,3,0,328010,34
Come Alive (feat. Todd Dulaney),All Nations Music,0vbNaNFCWorlaHrzsCli4w,4D4aX5yCP3QMb8Thp10WHF,4nSvPl0CuFE4fE6H4zXRsU,gospel,0.391,0.752,-6.302,0.142,0.104,0,0.978,0.355,147.801,6,4,0,311624,38
Undefeated,Marvin Sapp,35Ugdj9KXoEPK6aFBa3jhh,52Bzv6txnMawVRhB4ST97y,5r0KYGxdIZEHZ6z6XbkVbo,gospel,0.343,0.681,-5.79,0.0514,0.124,0,0.409,0.246,159.573,9,4,1,294744,38
Eu Sei Que Não Estou Só (Ao Vivo),Fabiana Sinfrônio,3WOErrC9fsgv1x9rig0Co8,0DEHvPPLbnhAPQR40QDm2l,1VS1qGtdEZNgEfyVhTVYBy,gospel,0.575,0.15,-13.009,0.0393,0.502,0,0.103,0.35,90.238,4,4,1,156735,47
Tá Chorando Por Quê?,Preto no Branco,5NsIWuO8yute6RHF3Ij7cE,7eZ3qo42FAWFHue9UkuHv5,0JC6R3kbXUHe5QrxqzFwom,gospel,0.452,0.28,-8.458,0.0289,0.823,0,0.107,0.353,132.634,9,4,1,214446,65
Sua Paz,Isadora Pompeo,6V0fI11nicirapOakPVLO4,1EtfVJ2AQkFGwIrRquN00y,0f59qYByNYzspwAr7huTSB,gospel,0.769,0.557,-6.549,0.0654,0.308,0,0.0608,0.422,129.929,3,4,1,205267,55
Alívio,Jessé Aguiar,40KZgKCIvRVIoZqv9lNBoP,2hOdw9Pcm4J5ROCiQKm9Nr,0g4xsygciHCrujQzdXUudC,gospel,0.521,0.268,-9.751,0.0338,0.866,0,0.1,0.444,90.472,7,4,1,285099,72
Nenhuma Condenação Há,Gabriela Rocha,2hkr9PXGYznPeBoYQunptq,6qyUn9Ot2R3jtQtWmihFhB,4fdCGYM7dtJLa3LvR1ccto,gospel,0.488,0.266,-9.587,0.0289,0.766,0,0.136,0.42,80.457,2,4,1,314861,52
Um Refrão Pra Sua Alma,Leandro Borges,4wQtpt8H34SIyIvz4FG5Mx,4ZutxcTq9XmVHdKhGto4OI,1W08UTn6HSj0dHarQE7ReQ,gospel,0.454,0.323,-9.406,0.0327,0.851,1.5e-06,0.0982,0.284,120.428,7,4,1,256025,61
A Casa É Sua - Acoustic Session,Casa Worship,5ROOQb6C8Tz71kJbViGSwG,1pbf0SKp7UHiOJV8dK3LPp,4bqKmu3kRUl6X7pTl1CuVs,gospel,0.547,0.434,-7.6,0.0273,0.557,0,0.1,0.102,120.018,5,4,0,342250,50
Algo Novo,Ton Carfi,2JI4EXMfT59uUWjLrJVvhj,2Ps1GhrLccx7ufkWB2UCvm,4IefiwlkKHUFoRdBsGj756,gospel,0.56,0.207,-10.373,0.0567,0.78,0,0.0804,0.337,119.948,2,4,1,316056,51
Tudo Em Todos,Felipe Vilela,2MljsttuYRWxRsMrc860hE,3dxi7A0JEASiDWNVjIH8uJ,7oDJQjouTE3FiFv2TXUxPp,gospel,0.695,0.431,-8.539,0.0416,0.683,0,0.111,0.469,115.895,9,4,1,250645,46
A Começar em Mim (Haja Mais Amor),Vocal Livre,0KhwpGxHesx5YPb2imfyeF,63vbYIdtcYPeDos7bj50vS,36vknDs4OtlCZuloFIJAhN,gospel,0.597,0.312,-10.698,0.0298,0.699,0.000257,0.112,0.438,131.851,10,4,1,321330,48
Teus Sonhos - Acústico,Fernandinho,5nzYFnyJ8E8l8NPzWGrc4u,6auA8qJDI0OqKehNzbWc6q,6iAY2AyUZLSX3PWLIAfFZY,gospel,0.519,0.415,-6.931,0.0265,0.851,0,0.125,0.425,147.702,7,4,1,265946,51
Eu Te Vejo Em Tudo - Acoustic Session,Casa Worship,3nYwEDwMaz47c1lJ5hcUgJ,1pbf0SKp7UHiOJV8dK3LPp,4bqKmu3kRUl6X7pTl1CuVs,gospel,0.537,0.337,-8.318,0.027,0.625,7.27e-06,0.09,0.0699,123.832,7,4,1,280161,51
Resultado,Isadora Pompeo,7aBQQ6sJixQFZCuC3HPVHI,3Yon9LyJOWdwpwDcoDCvaH,0f59qYByNYzspwAr7huTSB,gospel,0.714,0.425,-7.811,0.041,0.529,0,0.184,0.535,124.034,0,4,1,200453,52
Meu Deus,Leo Schiappadini,7g7GrutOe65gJvxf2fRutF,03N4J2ghxscj94vEplIH9Y,0Pexv1Z2KnlQylSyrwlTcr,gospel,0.28,0.341,-9.473,0.034,0.83,0,0.195,0.465,171.391,3,4,1,221240,45
A Mesa,Eli Soares,6YfTtc4MhkQwMjbQ41MeFE,2jWE50PLaYhH32FCIPSZvV,5zblJYkCzvB51Jh29FB07V,gospel,0.363,0.305,-11.91,0.0335,0.741,0,0.096,0.205,124.39,2,4,1,306573,53
Aba - Acústico,Kemuel,2tKatbCNaw5fmdCUcX0ehw,2rmRfedhDgarSjsUvod3QA,5GHeXsPtAVd0KLe1oMikxm,gospel,0.513,0.266,-8.689,0.0301,0.839,0,0.089,0.25,135.895,6,4,1,248257,44
Encaixe,Thalles Roberto,0HpeuEm6f4TRJzwuItkX0h,5tD8hdyOaLddaSlKwHlWO5,2Js5EdWOVgL2B2CbtXr5n1,gospel,0.636,0.435,-6.81,0.0366,0.213,0,0.102,0.266,116.272,7,4,1,222608,47
Vai Passar - Acústico,Isadora Pompeo,1hFe34pro0Dt4a74njqOhB,7fstEEn2fBN6WM4zE12Ovm,0f59qYByNYzspwAr7huTSB,gospel,0.487,0.315,-6.026,0.0355,0.886,1.17e-06,0.14,0.252,127.739,3,4,1,285625,61
Não Te Abandono,Esdras Gondim,6xOUGzMIalXyo3ZzFsvXi1,4siTEVwWS4Z0EbIytdcwPp,52gUKkym63eZxX0y6plytb,gospel,0.619,0.24,-11.457,0.0309,0.872,0,0.11,0.249,123.913,4,4,1,273995,45
Espírito Santo - Ao Vivo,Priscilla Alcantara,3TqyhoztMmVVcdAN8QRRVY,31OjctRfedOht5dQVCYto5,4jkOEd7kQE6UyiXnuQy9pa,gospel,0.366,0.591,-10.374,0.191,0.793,0,0.967,0.267,115.129,5,4,0,223015,44
Me Deixe Aqui,Weslei Santos,31j38rRemGuqA4z83EQduw,7IvxPrVTnaP3iOqQQgsQ12,4y6Ve3GJGW72qVUqalUvKi,gospel,0.583,0.217,-15.357,0.0404,0.859,7.47e-05,0.104,0.261,77.805,4,4,1,277692,49
Seu Amor: YOUnique - Acústico,LUDI,3m0CtqEbzclwKxit7C48T3,1279LGdx3pj2hv2p0hivMA,5jaTnKaikL73O3eAQgtwde,gospel,0.493,0.412,-8.94,0.0439,0.829,0,0.0978,0.252,126.431,7,4,0,444977,43
Faz Chover - Acústica,Fernandinho,5FPjAIOZoxboGvYkr7eawZ,461uxJ7Fk4jjJ1q8gYo16L,6iAY2AyUZLSX3PWLIAfFZY,gospel,0.474,0.46,-9.134,0.0272,0.336,2.44e-05,0.105,0.216,145.73,2,4,1,234016,49
Intimidade - Ao Vivo,Morada,5tqNvoEiuaTxHpN944w0jG,3fWhF5KsfOZxRUvYEVIw3T,2tswayWsUGjUwpvN8KRwuN,gospel,0.414,0.61,-9.293,0.0367,0.581,0.0488,0.975,0.351,120.047,0,4,1,219625,45
Toda Manhã - Acústico,André e Felipe,2Y8rZUrlnQMY9U2wiub4RR,5JLppev3OQhctxMlmNVuEj,5QQUuUIP9gjrkI8amLfIlb,gospel,0.648,0.331,-8.775,0.0311,0.808,0,0.319,0.572,97.836,9,4,1,223083,44
Filho - Acústico,Leidy Murilho,4hH9lDQMqXwD7k8fcimLiS,2MS6GGTpTl5CcgqkvU0CGu,4tld50GNxSiqbzRGRi5nwv,gospel,0.687,0.412,-8.491,0.226,0.802,0,0.118,0.555,67.123,9,4,1,227046,42
Em Fervente Oração - Acústico,Julia Vitória,2Kmp00B3C2ytM0AmBGUpZ0,2UDhovqN5gXcEa3E3lzQRx,6tLHGlt7L7raSf6vr96hWi,gospel,0.492,0.226,-8.337,0.0268,0.963,0.000201,0.122,0.362,77.871,0,3,1,293427,56
Eu Não Sou Mais Órfão - Acústico,Gabriel Brito,7BlLmanL024pf0doBknUi4,0SRSWrnuWiDoWzU3QRVM0e,4LXMmTqllPBxNh4msJMYCm,gospel,0.535,0.266,-8.483,0.0275,0.768,0,0.109,0.158,141.761,4,3,1,208811,51
Eu e o Rei - Ao Vivo,Gabriela Rocha,52QNEFCKtULSneiJfr7lvy,0AeMfjhgwyDmcROxbEIYVJ,4fdCGYM7dtJLa3LvR1ccto,gospel,0.229,0.302,-9.118,0.0319,0.912,0.00157,0.15,0.196,139.662,6,3,1,337525,48
Nos Braços do Pai,Klebson Kollins,5YAezt0pM0jwEVesT85tx8,37bmDvUb5XZhLnlcMRB5Jc,6dovZGo5G0ziUKZFLWfFxH,gospel,0.462,0.215,-10.977,0.0287,0.942,0.00118,0.0907,0.172,134.853,2,4,1,372145,39
Galileu - Acústico,Fernandinho,1fYe85pwGoXO5yBi5uX0ai,5zpRDVjsBHU4bTg4ZccDHs,6iAY2AyUZLSX3PWLIAfFZY,gospel,0.559,0.542,-9.342,0.028,0.519,0.000446,0.11,0.17,115.923,1,4,1,425216,49
Revela Quem Eu Sou - Acústico,Mateus Brito,7904pde9AgnhHjB8AEjNNG,1d0Y1PmgYNDrShYQNzFMoQ,12sMRxeNux6TB0Kz1rVcLN,gospel,0.375,0.353,-9.987,0.0293,0.664,0,0.233,0.272,133.078,7,4,1,424277,42
Perfeito Amor,Kemuel,34fyjViTs96VuHTC7CBfOI,0OdTljOn23nrYIgyO8rTzk,5GHeXsPtAVd0KLe1oMikxm,gospel,0.462,0.318,-9.413,0.0262,0.584,0,0.0929,0.24,83.041,2,4,1,477103,46
Na Casa,Paulo Cesar Baruk,4ogfIbc7uyb6M2btL5VJXj,3CXvWLGCOKSVO8qI6dDqMN,0GQKmEguhkY8DCzH4NdJvD,gospel,0.41,0.138,-17.317,0.0371,0.898,0.00691,0.106,0.452,125.968,10,4,1,191316,46
Promessa - Acústico,Vocal Livre,0AKMXrI4iS5MsQomHHPKwU,35X7fEAewMyjnOiWiuFdSm,36vknDs4OtlCZuloFIJAhN,gospel,0.256,0.274,-9.441,0.0288,0.771,2.44e-06,0.102,0.377,86.873,2,4,1,296749,38
Amanhã,Duo Franco,0t2IZT1wxNc0SQLetfMv6L,0DbJY4psoo72wBmvpdnZ7p,0rnMMhoMmFkyFZe4dNY29b,gospel,0.475,0.161,-16.592,0.0309,0.889,0.000476,0.109,0.302,105.95,4,4,1,178868,38
Postura do Reino - Ao Vivo,Morada,45YSoUEkw84pRgWxMR9DVn,7aDxMzbwYC1ZcP7HgRpAJv,2tswayWsUGjUwpvN8KRwuN,gospel,0.476,0.66,-8.359,0.033,0.746,5.37e-06,0.916,0.551,120.053,10,4,1,343875,49
O Dia Que Será pra Sempre,Rodolfo Abrantes,2soutUNQgizaq2eEfV2rUS,0MHHY212VEwOF5t9fxHBGw,0M8rmgpYMtvYbHvXD3cHkN,gospel,0.694,0.227,-7.802,0.0291,0.763,0,0.112,0.31,95.052,0,4,1,283813,0
Grandioso És Tu (How Great Thou Art),Idma Brito,6JXdZanU3UZLrL6k1tvbnx,1rXzML6YEuN8TwlbolC5yV,7enWqH5HtoEQJckRpx3ut2,gospel,0.497,0.301,-7.689,0.0295,0.862,0,0.223,0.457,136.75,1,5,1,182091,36
Mais Que Uma Voz,Eyshila,1RlwQdnnfFYIIPEnYj6yI8,1sPNFLs4tFZmpMLep14OgN,3mbX6eftyC0S5l17m31ZSW,gospel,0.295,0.362,-5.63,0.0276,0.599,0,0.106,0.221,140.641,9,4,1,242005,44
Canção de Davi,Pedro Valença,5sk8joOAkKa1NBDzRc4Ak6,02Y8OhZXE3SVAnD3RDxxfj,2fBxIdkeMcxcjtBlPuWZl7,gospel,0.355,0.229,-11.675,0.031,0.811,3e-05,0.189,0.26,135.279,7,4,1,373208,42
Valeu a Pena,Gabro,3kHaS1dlhbJRjIAm4yi7QB,5sJoBI4CBWeCGORRt7zB48,3b1deiZvxBYGrkhWTIVddw,gospel,0.646,0.292,-8.445,0.0288,0.738,0,0.112,0.351,114.978,4,3,1,237510,38
Jesus - Acústico,Kemuel,0IGKMN1Vm0BBzlGbhkP8ck,7agAT78ozmARGlU0WIB6xx,5GHeXsPtAVd0KLe1oMikxm,gospel,0.657,0.334,-15.069,0.046,0.793,1.22e-05,0.157,0.308,104.881,0,4,1,246407,41
