Track Name,Artist Name,Track ID,Album ID,Artist ID,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Key,Time Signature,Mode,Duration (ms),Popularity
Irene,Jimmy Brown,7KwxU8kseYKf5pLbuI25g0,2eXjByavfoB2DYM1AKUJPg,5YPCpDIPOY4WqY9Bqdw4Uc,r&b,0.877,0.5,-5.54,0.0578,0.744,0,0.108,0.412,121.966,1,3,1,199672,55
Trigger,Seori,5PtWJLo7A2G5ZROZJxLXSY,1w7t4Q5OfS3HA0nPirbgde,2bWTIIQP9zaVc55RaMGu7e,r&b,0.792,0.505,-5.966,0.0619,0.234,0.000531,0.121,0.453,150.057,5,4,0,200000,52
O (Feat. LEE HI),CODE KUNST,7iooxPmnLY6wZynSplHUah,2UF3SkoMBUZZf5n6sCBUft,4WnO2VmlwdTX77ANsThWLQ,r&b,0.682,0.486,-8.785,0.177,0.814,1.72e-05,0.108,0.166,137.985,3,4,0,212800,51
zombie pop,DPR IAN,5zhMMVw097YOSvT0oDGgDV,1qpS7W0whJPG7b8PlhSgGw,2o8gT0fQmFxGNbowbdgeZe,r&b,0.686,0.687,-7.794,0.0555,0.00799,7.33e-05,0.0781,0.88,90.084,2,4,1,114380,59
Mm Mm,SOLE,1eXBDCUxn41AwVgVIRbeWz,0NS9viwwEi04L7H8ObWJMD,6naXFodImN2DwRmKCQHAUt,r&b,0.707,0.455,-5.21,0.0515,0.782,0,0.0874,0.577,100.003,7,4,0,166547,0
From the Rain (Feat. Ahn Ye Eun),HEIZE,1rJjHutRgSOQ3kjiA5e8Wt,4xOOB79WcZuOoVwK06No1s,5dCvSnVduaFleCnyy98JMo,r&b,0.698,0.463,-6.855,0.0413,0.61,0,0.106,0.38,144.057,8,3,0,164893,43
2oclock,emoji,7LZ2OBh8jEE2k2yn5dpcp9,1orTOPhIZVNJUWioXSR5VP,5KnMVZSwuzXebxQHiIEYC8,r&b,0.631,0.478,-6.054,0.0465,0.592,0,0.22,0.643,140.087,9,4,0,155794,50
All Your Fault (Feat. GRAY),YUGYEOM,4PP4siQamrO7i5Me9GOpqQ,0KZ5gVcGCuAEFBDKmWL4bM,3ohXmy1PGdB3XgzhPqQ0tY,r&b,0.662,0.852,-1.447,0.0329,0.163,0,0.0987,0.56,139.928,10,4,0,181880,62
Last,Dvwn,1soyZAqoYDKzfEq3xiOKuN,17nfUzuIgnYoYTsPzvXopO,6WWUJGBY4ETAE22tRmgJ8b,r&b,0.697,0.389,-5.435,0.0337,0.121,0,0.106,0.461,124.032,7,3,1,235667,56
Never Knew,Jimmy Brown,0RdEsLhIT5fEbfnU3sQNRQ,128eftIRWw4wv69Ioic5SV,5YPCpDIPOY4WqY9Bqdw4Uc,r&b,0.61,0.681,-5.814,0.0326,0.228,4.13e-06,0.148,0.163,82.996,5,4,0,211807,44
Dilemma,Nelly,0ARK753YaiJbpLUk7z5yIM,4HUUHHXBXImwksfbSPqE7q,2gBjLmx6zQnFGQJCAQpRgw,r&b,0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,2,4,0,289160,77
Let Me Love You,Mario,5WphWTUIfRe7x8NZss79cY,4qqrq2LYJYvKOV5Xrcajvp,20s0P9QLxGqKuCsGwFsp7w,r&b,0.622,0.593,-8.352,0.0916,0.163,0,0.0979,0.607,94.364,7,4,0,249093,65
How Do I Breathe,Mario,3XsvretpCGKQbO8c5EhcIk,2TIjGXdwqGxaTBaQP5VxpT,20s0P9QLxGqKuCsGwFsp7w,r&b,0.684,0.458,-8.25,0.0303,0.209,0,0.273,0.502,97.96,5,4,1,216893,0
Yo (Excuse Me Miss),Chris Brown,1zpu1PZ8ecmcX525Z3X8cl,2gRm1k9fVkhTfZDHvBI2sR,7bXgB6jMjp9ATFy66eO08Z,r&b,0.605,0.633,-5.899,0.251,0.119,0,0.225,0.592,87.26,1,4,0,229040,0
You,Lloyd,5Y77SQxEr1eiofPeUTPHxM,6Lq7nLkIq7C0zVJp0OGSGO,1Xfmvd48oOhEWkscWyEbh9,r&b,0.412,0.876,-6.008,0.47,0.102,0,0.297,0.703,130.159,5,5,0,273133,70
One Wish,Ray J,6x9NTpcvNmfQpOpxMeC4rL,0AKv7mpoXyHe7FR37hpauA,6gbGGM0E8Q1hE511psqxL0,r&b,0.527,0.647,-7.029,0.28,0.277,0,0.339,0.591,127.575,5,4,0,337640,0
Fantasy,Mariah Carey,6xkryXuiZU360Lngd4sx13,1ibYM4abQtSVQFQWvDSo4J,4iHNK0tOyZPYnBU7nGAgpQ,r&b,0.669,0.727,-7.588,0.0353,0.139,0,0.123,0.807,102.322,7,4,1,243493,75
We Belong Together,Mariah Carey,3LmvfNUQtglbTrydsdIqFU,43iBTEWECK7hSnE0p6GgNo,4iHNK0tOyZPYnBU7nGAgpQ,r&b,0.837,0.462,-7.89,0.0601,0.0339,0,0.09,0.762,139.986,0,4,1,201400,70
Differences,Ginuwine,0Uyh92tLyb9JawG8lmWCzJ,5IZeegMeRHlyKE6LKrVuYt,7r8RF1tN2A4CiGEplkp1oP,r&b,0.562,0.594,-4.578,0.0558,0.318,0,0.311,0.423,62.876,3,4,0,265533,67
In Those Jeans,Ginuwine,5ojJNnX5ND2gMGojPd3NiO,3t4OgAvvOzvXw8D2NHUeDR,7r8RF1tN2A4CiGEplkp1oP,r&b,0.691,0.541,-5.873,0.0776,0.508,0,0.0753,0.319,127.683,1,4,1,243307,61
Sexy Love,Ne-Yo,10aWGOqSDBqvNzJ9NeKDbK,6gkwOLmk0ALMOjWs5WhAEr,21E3waRsmPlU7jZsS13rcj,r&b,0.693,0.516,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02,8,4,1,220853,68
Because Of You,Ne-Yo,6CFPFnS9EcLs2I0nWqtWci,52q9xNv8COtSU9phlbO5sg,21E3waRsmPlU7jZsS13rcj,r&b,0.81,0.538,-5.784,0.0356,0.528,0,0.0951,0.828,109.97,0,4,0,266840,74
So Sick,Ne-Yo,6brl7bwOHmGFkNw3MBqssT,6gkwOLmk0ALMOjWs5WhAEr,21E3waRsmPlU7jZsS13rcj,r&b,0.452,0.574,-8.336,0.31,0.246,0,0.189,0.58,92.791,6,4,1,207187,77
I Wanna Know,Joe,1m2xMsxbtxv21Brome189p,6zuCJaxmHKNKN5hMDF556U,3zTOe1BtyTkwNvYZOxXktX,r&b,0.725,0.487,-5.959,0.0368,0.26,1.09e-05,0.431,0.599,136.086,8,4,0,296693,66
All My Life,K-Ci & JoJo,5GorFaKkP2mLREQvhSblIg,5cmtcMzuUZq8vxS5T7NVPu,05RZIdfz59ZW2FvFuwnmNK,r&b,0.629,0.511,-8.651,0.0326,0.114,3.91e-06,0.0588,0.181,128.038,1,4,1,331240,71
Always On Time,Ja Rule,4hrae8atte6cRlSC9a7VCO,2wMavIKnu6feFNOeQ1hVwf,1J2VVASYAamtQ3Bt8wGgA6,r&b,0.839,0.706,-6.104,0.199,0.208,0,0.242,0.839,96.673,5,4,0,245133,73
Mesmerize,Ja Rule,2iclfHORMqpR3TxuhwVRhD,0rLZHGRrjPwwUTfEPNTawc,1J2VVASYAamtQ3Bt8wGgA6,r&b,0.764,0.648,-6.639,0.206,0.0563,0,0.414,0.391,90.1,1,4,1,278720,65
Bed,J. Holiday,6TlRNJaezOdzdECnQeRuMM,1Ypwht853ZVmsplg2DnZLI,7G6hXrjGpi6I7waNl4wxAk,r&b,0.684,0.606,-7.268,0.0504,0.17,0,0.058,0.723,127.901,5,4,0,275107,65
Suffocate - Superclean,J. Holiday,3nJjIYchBNkYm7B8XfJf5N,2taQZHFnaDwZPfBhLMAG0L,7G6hXrjGpi6I7waNl4wxAk,r&b,0.458,0.445,-8.391,0.361,0.64,0,0.118,0.447,82.82,9,5,0,220053,59
How You Gonna Act Like That,Tyrese,5gnEqyTtO9ssGiBUWYnKu6,39SRzBM5yp3C7YVTtlvpJ5,08p7B5OtcUuVblvkQIlBhJ,r&b,0.731,0.405,-7.927,0.0587,0.107,0,0.0602,0.54,112.918,3,4,0,294400,38
Let Me Hold You (feat. Omarion),Bow Wow,666NLsbWOUP3Lo0Ji5U0FS,1dQGXePMNkrSavN2pxF48a,7352aRY2mqSxBZwzUb6LmA,r&b,0.816,0.675,-8.23,0.198,0.0864,0.000143,0.0793,0.615,151.444,6,4,1,247453,45
Like You (feat. Ciara),Bow Wow,5dLvErR6RBbMMvGuDMdur2,1dQGXePMNkrSavN2pxF48a,7352aRY2mqSxBZwzUb6LmA,r&b,0.547,0.594,-8.389,0.155,0.0504,0,0.0746,0.501,81.9,6,4,1,205640,42
My Boo,Usher,68vgtRHr7iZHpzGpon6Jlo,1RM6MGv6bcl6NrAG8PGoZk,23zg3TcAtWQy7J6upgbUnj,r&b,0.662,0.507,-8.238,0.118,0.257,0,0.0465,0.676,86.412,5,4,1,223440,77
Lovers And Friends,Lil Jon & The East Side Boyz,41PWz0hAiU9FqsmjR9Wh62,0hk2hXNB5d65F400dhcdcV,3ciRvbBIVz9fBoPbtSYq4x,r&b,0.675,0.501,-6.183,0.22,0.0541,0,0.429,0.532,139.861,10,4,1,260600,66
Confessions Part II,Usher,7wBThXx7BGZHJJ3aN3OPvv,1RM6MGv6bcl6NrAG8PGoZk,23zg3TcAtWQy7J6upgbUnj,r&b,0.845,0.467,-7.674,0.138,0.0586,0,0.0694,0.702,138.007,1,4,1,211200,68
Burn,Usher,7z3N2W7Xz1t2G2sAO8wFVH,1RM6MGv6bcl6NrAG8PGoZk,23zg3TcAtWQy7J6upgbUnj,r&b,0.796,0.477,-7.161,0.108,0.314,0,0.12,0.685,119.928,1,4,1,231933,69
U Got It Bad,Usher,7J41dYQolQJEtj3UmKLu5r,6k16WXh4rKyusIoN00rmpi,23zg3TcAtWQy7J6upgbUnj,r&b,0.816,0.5,-4.551,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,1,4,1,247840,70
I'm Sprung,T-Pain,0F7rEdewJ6cSLylOZZpDu7,67kj88d9xbscqqG8EdMpIu,3aQeKQSyrW4qWr35idm0cy,r&b,0.722,0.329,-11.617,0.108,0.088,0,0.081,0.166,99.991,0,4,0,230713,2
Ice Box,Omarion,1Bv0Yl01xBDZD4OQP93fyl,4cVVEOXyUaWo7vlDWIkKsI,0f5nVCcR06GX8Qikz0COtT,r&b,0.775,0.731,-5.446,0.134,0.189,0,0.129,0.821,131.103,8,4,1,256427,43
Mad,Ne-Yo,6Hn9Uc1mMNfqChXU3txNke,6dTn9vJSxVTIGm4Cu5dH4x,21E3waRsmPlU7jZsS13rcj,r&b,0.727,0.649,-5.356,0.0338,0.661,0,0.111,0.669,129.992,0,4,1,254533,63
Cater 2 U,Destiny's Child,6uYAPqxP69zfpCbsTHXgiz,0b6ivSFfDs38MG7aLn9rvO,1Y8cdNmUJH7yBTd9yOvr5i,r&b,0.605,0.584,-7.043,0.197,0.286,0,0.235,0.464,125.802,11,4,0,245400,61
"Slow Down - 12"" Version",Bobby V.,3SfZpKjMwvUQKGCty1dJ0T,5D7khI4iB1RseZNgoBQPLi,4HgF4KnohByNElYid7iCNb,r&b,0.563,0.746,-4.832,0.101,0.17,5.58e-06,0.338,0.598,186.118,11,4,0,258667,0
Southside,Lloyd,3X8JREdtkxxOFIyeIHekUm,4DrioCjbX3t5SBgZv1nGYx,1Xfmvd48oOhEWkscWyEbh9,r&b,0.687,0.404,-9.481,0.0812,0.377,0,0.0813,0.448,75.009,9,3,0,277840,40
With You,Chris Brown,7ByfFjT83MNmisdzhZ50Fv,2NC8QmrFfN8ojgxzamiM4b,7bXgB6jMjp9ATFy66eO08Z,r&b,0.662,0.693,-4.298,0.0698,0.134,0,0.145,0.655,86.009,3,4,1,252120,0
Say Goodbye,Chris Brown,5F7IJrXD6Fa3EmqoYE0gU4,49gaz5rhWWgqCw61M9700v,7bXgB6jMjp9ATFy66eO08Z,r&b,0.8,0.502,-6.062,0.0371,0.00167,0,0.0784,0.388,115.091,1,4,1,289760,66
Can't Help but Wait,Trey Songz,5k3VjTwIsOjQ2woGz3Yx71,6vnUL0NxqV1JrBvYW1M2wn,2iojnBLj0qIMiKPvVhLnsH,r&b,0.699,0.699,-5.564,0.0737,0.358,0,0.0912,0.611,94.977,8,4,0,206413,63
Pullin' Me Back,Chingy,5hF2LnbkpnXCkksMSeWcxZ,4km17Fy3fRGG4PEHQ4Fcta,3s2wTjWxK8NOX09dmsvVOh,r&b,0.786,0.511,-6.66,0.286,0.0825,0,0.12,0.587,80.0,7,4,1,234133,62
Sexy Can I feat. Yung Berg,Ray J,0DdpxWfVvUGgkJv5536tiF,6976UxfTkqcI4CjrY9z4KW,6gbGGM0E8Q1hE511psqxL0,r&b,0.575,0.684,-6.007,0.325,0.299,0,0.614,0.926,172.155,1,4,1,204040,1
Outta My System (feat. T-Pain & Johntá Austin),Bow Wow,3LGeYNY9aWQuBJovOOowqm,1Dt7wPQxjnJJBiV6fczCpS,7352aRY2mqSxBZwzUb6LmA,r&b,0.772,0.59,-6.957,0.183,0.0917,0,0.101,0.743,83.998,6,4,1,238267,58
Miss Independent,Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,6dTn9vJSxVTIGm4Cu5dH4x,21E3waRsmPlU7jZsS13rcj,r&b,0.673,0.683,-5.693,0.115,0.522,0,0.235,0.713,171.86,1,4,1,232000,69
Obsesion (No Es Amor) (feat. Baby Bash),Frankie J,7iQY2alDQ2MVya5up2hDgq,27ybknbObpx7ZWiaWvSF36,3sMYEBy0CZFxedcnm9i9hf,r&b,0.618,0.505,-8.212,0.0549,0.0851,0,0.325,0.559,75.038,8,4,1,224816,43
Into You (feat. Tamia),Fabolous,0yHConG49418wPs8UfAt44,46tIBaFs0Ov0HJsCDrq1Kl,0YWxKQj2Go9CGHCp77UOyy,r&b,0.546,0.538,-7.886,0.0523,0.233,0,0.118,0.58,182.12,7,4,0,295773,67
Rock Wit U (Awww Baby),Ashanti,6pWzCKTrKrwbUPzY8RLCoP,4vjeaWsf9UH2ecdKXAZaq2,5rkVyNGXEgeUqKkB5ccK83,r&b,0.71,0.797,-3.006,0.0582,0.408,0,0.16,0.849,94.998,4,4,0,209120,66
Get It Shawty,Lloyd,2a03afRiyAbNAleOByVju4,6Lq7nLkIq7C0zVJp0OGSGO,1Xfmvd48oOhEWkscWyEbh9,r&b,0.822,0.905,-4.032,0.241,0.123,0,0.0496,0.674,128.014,5,4,0,209533,62
Ignition - Remix,R. Kelly,5dNfHmqgr128gMY2tc5CeJ,35Ea7OWXZPZB1vAPiaEGOM,2mxe0TnaNL039ysAj51xPQ,r&b,0.795,0.523,-7.165,0.0423,0.061,0,0.0914,0.855,133.024,1,4,1,186067,70
Grind With Me,Pretty Ricky,3B7i9OKRRmIsSBHEbJz58Y,5Kexjw3aLUrvDNAGrUMAmE,6XwcepfAsPhrvwziGxhwju,r&b,0.7,0.538,-5.952,0.045,0.000204,0,0.105,0.189,136.518,1,4,1,237733,64
21 Questions,50 Cent,70FCugJxa7XW04Np6iYJdI,5G5rgQHzdQnw32SI0WjIo5,3q7HBObVc0L8jNeTe5Gofh,r&b,0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729,6,4,0,224440,72
Shortie Like Mine (feat. Chris Brown & Johntá Austin),Bow Wow,4F55RCGuM477OjznpYGhYz,1dQGXePMNkrSavN2pxF48a,7352aRY2mqSxBZwzUb6LmA,r&b,0.763,0.629,-8.66,0.225,0.0891,0,0.169,0.709,142.149,7,4,0,267507,50
Me & U,Cassie,7k6IzwMGpxnRghE7YosnXT,0j1qzjaJmsF1FkcICf3hRu,27FGXRNruFoOdf1vP8dqcH,r&b,0.803,0.454,-4.802,0.0294,0.352,0,0.0655,0.739,99.99,8,4,0,192213,74
Bartender (feat. Akon),T-Pain,6iEcSU3TGinx759dss627V,184XWylq7ZF0Hn7da4Tr6W,3aQeKQSyrW4qWr35idm0cy,r&b,0.828,0.392,-8.099,0.0742,0.0663,0,0.162,0.459,104.919,8,4,1,240107,48
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,2mKouqwAIdQnMP43zxR89r,6vMgb2mih3pPiWUxF8VEdI,3ScY9CQxNLQei8Umvpx5g6,r&b,0.835,0.707,-5.074,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,8,4,1,267093,73
Shawty Is Da Shit,The-Dream,5RC9YDHON0nXKmcQrL6WV6,5yZReyaWQzR6jvaw4OBxzV,1W3FSF1BLpY3hlVIgvenLz,r&b,0.785,0.479,-4.956,0.044,0.083,0,0.0937,0.364,75.889,7,4,0,262773,63
All I Have (feat. LL Cool J),Jennifer Lopez,3kgutGd839IOYRl6ekeq6V,2NG4OLyeNMwcLqirwwwvs2,2DlGxzQSjYe5N6G9nkYghR,r&b,0.699,0.668,-5.305,0.106,0.265,0,0.141,0.472,83.074,1,4,1,254467,57
Hey Ma,Cam’ron,2vN5Hb3lVKRHj0LzBvafzo,4wn9wcP2D71SyiB7KbVKMy,7iMvwE8qANp3aIfAGKEAwS,r&b,0.783,0.67,-5.049,0.372,0.0321,2.34e-06,0.362,0.956,90.359,8,4,1,220960,53
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,1Q1jlFs004vwB0DOznii3K,184XWylq7ZF0Hn7da4Tr6W,3aQeKQSyrW4qWr35idm0cy,r&b,0.691,0.542,-8.161,0.145,0.0112,0,0.098,0.587,80.052,1,4,1,230853,49
I Luv Your Girl,The-Dream,3wkNK8tJZ2stygNJm8RCRD,5yZReyaWQzR6jvaw4OBxzV,1W3FSF1BLpY3hlVIgvenLz,r&b,0.723,0.322,-9.702,0.0341,0.014,0,0.119,0.0406,90.063,8,4,1,267867,61
I Wanna Love You,Akon,6NncjnSD7JLEetWb9KqMRY,13C2pc5O7ofZKd4p2VYO3S,0z4gvV4rjIZ9wHck67ucSV,r&b,0.865,0.45,-9.387,0.0417,0.0359,1.28e-06,0.308,0.352,99.989,0,4,1,247067,70
Knock You Down,Keri Hilson,58FUwmyGUqkt53YPUcm7cJ,4FdIO8yB9bNtcWlRcStXvZ,63wjoROpeh5f11Qm93UiJ1,r&b,0.588,0.877,-4.78,0.16,0.00952,0,0.171,0.645,155.165,8,4,1,326187,67
Same Girl (with Usher),R. Kelly,6OSmeoh8kXhCfz9WqvzDoJ,5GgUNqjHwNCwZ5GWNRROG1,2mxe0TnaNL039ysAj51xPQ,r&b,0.717,0.583,-5.008,0.146,0.506,0,0.0821,0.816,139.76,1,4,1,252933,61
On the Hotline - Amended Version,Pretty Ricky,1zyqZONW985Cs4osz9wlsu,0BHy9WW3l3NET1kmkldPtv,6XwcepfAsPhrvwziGxhwju,r&b,0.704,0.854,-5.477,0.183,0.0185,0,0.148,0.688,92.988,10,4,0,242587,57
Boyfriend #2,Pleasure P,3taIcgVjePRzkdz0ZmJbOi,0jIA4y3EGDkw8QB5HlLWwK,6dROiL44pIQZVNZ6Bc0OJO,r&b,0.648,0.767,-5.052,0.0608,0.0219,0,0.19,0.796,141.906,8,4,1,207400,55
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,1lih9AUGlOI2qbAkptdBsr,67kj88d9xbscqqG8EdMpIu,3aQeKQSyrW4qWr35idm0cy,r&b,0.731,0.368,-10.38,0.0688,0.00544,0,0.193,0.512,145.171,8,4,1,265333,3
Slow Jamz,Twista,32UioUCnMFsr2UN7SvDyXj,3ff2p3LnR6V7m6BinwhNaQ,6vbY3hOaCAhC7VjucswgdS,r&b,0.569,0.744,-5.757,0.181,0.369,0,0.256,0.59,145.063,2,4,0,316053,0
Love in This Club (feat. Young Jeezy),Usher,5j0McHPthKpOXRr3fBq8M0,2peB0xKYHSlIWc5boFA6PW,23zg3TcAtWQy7J6upgbUnj,r&b,0.573,0.712,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,0,4,1,259720,69
Just a Friend 2002 - Radio Edit,Mario,2cxbxpHrND6i4uvUGVvC9J,1GImI2mDks4CNUWvdeoYqW,20s0P9QLxGqKuCsGwFsp7w,r&b,0.538,0.677,-6.099,0.187,0.00541,0,0.236,0.913,132.346,0,5,1,214200,61
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,Mario Winans,2yr2HnFYl7XvqJk4fXoQBt,52TqKxbJkOBsbjKxlKgLwu,4BIQA9vRkqXEnA2twmq7mU,r&b,0.833,0.515,-5.0,0.0462,0.347,0.00156,0.116,0.4,97.035,11,4,0,257333,68
I'm Real - Murder Remix,Jennifer Lopez,7rOIWUhSfjWh4E7443PYE8,6qchFuC4TcijFIIvXFxenB,2DlGxzQSjYe5N6G9nkYghR,r&b,0.701,0.601,-7.678,0.153,0.197,0,0.0649,0.564,83.433,11,4,0,258667,0
Best Friend - Remix,50 Cent,1h94LY0j11EzfoZMl1HPfc,3aZ8LB7XZK2Ptwi7tyIl9C,3q7HBObVc0L8jNeTe5Gofh,r&b,0.763,0.564,-6.203,0.177,0.35,0,0.0907,0.534,90.754,10,4,0,253520,0
Take You Down,Chris Brown,0NubEXRwTBpBKLbsTjjqTp,2NC8QmrFfN8ojgxzamiM4b,7bXgB6jMjp9ATFy66eO08Z,r&b,0.387,0.64,-5.817,0.081,0.107,0,0.319,0.617,59.989,11,4,0,245933,0
I'm a Flirt Remix (feat. T.I. & T-Pain),R. Kelly,6w1DBbA8akxHPiBQ6nAyJq,5ruZPk2RxBoRzzwYswpXXs,2mxe0TnaNL039ysAj51xPQ,r&b,0.835,0.571,-4.771,0.102,0.0716,0,0.0604,0.902,138.038,8,4,0,330600,61
Falsetto,The-Dream,2P1e3xpjDhYFqOFeu8IWzS,5yZReyaWQzR6jvaw4OBxzV,1W3FSF1BLpY3hlVIgvenLz,r&b,0.732,0.549,-4.194,0.0312,0.163,6.01e-05,0.122,0.479,131.006,0,4,1,271173,56
Anonymous - Main,Bobby V.,5fJcHhfW0ngZ4qGZqJrIQh,4Jl5Uv4z8eRnRq1DB6CVra,4HgF4KnohByNElYid7iCNb,r&b,0.715,0.766,-3.373,0.0322,0.0144,0,0.0544,0.597,124.991,8,4,1,283880,54
Pony,Ginuwine,6mz1fBdKATx6qP4oP1I65G,4he7R24eqd1EbF9kegiAK8,7r8RF1tN2A4CiGEplkp1oP,r&b,0.749,0.605,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024,8,4,0,251733,72
I Need a Girl,Trey Songz,5cU50IAoAFF7qFWOtdbEjr,44jrX3SThj7pFjOzUTLm85,2iojnBLj0qIMiKPvVhLnsH,r&b,0.602,0.785,-6.129,0.0578,0.245,0,0.19,0.565,84.038,7,4,1,214480,56
Slow Motion,JUVENILE,6ihObRBTB8xdSH2mlERtOX,1JfdhweOku5xDD78eiid4A,0rG0AZBscc8S8q1ahIsasI,r&b,0.713,0.734,-4.894,0.325,0.548,0,0.0687,0.89,172.872,0,4,0,248200,65
Love,Keyshia Cole,0W4NhJhcqKCqEP2GIpDCDq,4zEAsP0RIfbGARdtsgAaUV,1vfezMIyCr4XUdYRaKIKi3,r&b,0.688,0.519,-4.285,0.0283,0.064,0,0.1,0.318,116.714,5,4,1,255333,73
Lay It Down,Lloyd,0npGoOENjn7vVvIMmvWekQ,3aAONJf7r1uJXF9ErDaJBx,1Xfmvd48oOhEWkscWyEbh9,r&b,0.527,0.796,-5.111,0.062,0.017,0,0.0798,0.534,155.99,1,4,0,240107,64
Neighbors Know My Name,Trey Songz,6jvvpPJQJy5rMOEkLlADl6,44jrX3SThj7pFjOzUTLm85,2iojnBLj0qIMiKPvVhLnsH,r&b,0.663,0.693,-5.776,0.0635,0.0379,0,0.162,0.391,120.026,7,4,0,186307,59
Bump n' Grind,R. Kelly,0DBIL8arX0Zo6eAuxNIpik,11UWeyxXNreHeZwEViqs3y,2mxe0TnaNL039ysAj51xPQ,r&b,0.621,0.481,-8.016,0.0371,0.0984,0,0.241,0.679,65.004,11,4,1,256133,60
O,Omarion,3gOBLrOvDovzHL4xBDQw0B,22zphAWMdb1RS1H8uxvXRa,0f5nVCcR06GX8Qikz0COtT,r&b,0.742,0.515,-6.265,0.0405,0.081,0,0.194,0.587,120.086,0,4,1,280707,47
Shake It Off,Mariah Carey,4VKnkoNNM6yTb4cXXX3wqD,43iBTEWECK7hSnE0p6GgNo,4iHNK0tOyZPYnBU7nGAgpQ,r&b,0.777,0.493,-6.516,0.126,0.181,0,0.108,0.82,134.086,2,4,1,232840,62
When You're Mad,Ne-Yo,5FXOEdfNW7nYQrBWtW49Cl,6gkwOLmk0ALMOjWs5WhAEr,21E3waRsmPlU7jZsS13rcj,r&b,0.66,0.548,-7.127,0.215,0.364,0,0.108,0.436,86.947,6,4,1,222000,55
I Invented Sex (feat. Drake),Trey Songz,1Ug1mV9h5qVSs4rvvnQWux,44jrX3SThj7pFjOzUTLm85,2iojnBLj0qIMiKPvVhLnsH,r&b,0.69,0.76,-4.778,0.0587,0.0678,0,0.184,0.468,89.958,0,4,1,247933,56
Sure Thing,Miguel,0JXXNGljqupsJaZsgSbMZV,493HYe7N5pleudEZRyhE7R,360IAlyVv4PCEVjgyMZrxK,r&b,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,11,4,0,195373,80
Music For Love,Mario,5z1S4V0gkPwmpYCRgrAWZN,2TIjGXdwqGxaTBaQP5VxpT,20s0P9QLxGqKuCsGwFsp7w,r&b,0.708,0.426,-5.847,0.0446,0.117,0,0.201,0.472,123.316,0,4,1,229600,0
Adorn,Miguel,25cUhiAod71TIQSNicOaW3,21XMv0TCsnhWPt7MNVvkzD,360IAlyVv4PCEVjgyMZrxK,r&b,0.625,0.576,-5.693,0.175,0.0543,4.07e-05,0.187,0.235,179.063,11,4,0,193147,68
Wet The Bed (feat. Ludacris),Chris Brown,6c4w7qJd1gTmr90spDfUyM,4bnq4LgObdAxU8mR9wvoi7,7bXgB6jMjp9ATFy66eO08Z,r&b,0.576,0.648,-7.466,0.0426,0.017,0,0.152,0.415,123.79,6,4,0,266307,0
Mrs. Officer,Lil Wayne,0EHR9OObFtjlhQB8wSt1m7,5BGzOpea6At0Nd7tYtYZOP,55Aa2cqylxrFIXC767Z865,r&b,0.92,0.553,-5.068,0.191,0.236,0,0.0767,0.947,112.022,6,5,1,286907,66
Sweet Lady,Tyrese,1Dx8rIZaXzZPvUQRF2j9hB,1srJ4xgMWliQdwquG81ObA,08p7B5OtcUuVblvkQIlBhJ,r&b,0.588,0.522,-6.254,0.0383,0.233,0,0.24,0.584,66.024,9,4,0,290600,60
Officially Missing You,Tamia,4IFYR5smTnHYCLP82AiDrJ,0WdxQHUdLZBGbscwYV72zM,0le01dl1WllSHhjEXRl4in,r&b,0.476,0.407,-9.239,0.0368,0.247,0,0.144,0.226,178.258,4,4,0,242467,55
Love Faces,Trey Songz,5rX60GiR64Epgri9Ubjzg9,5Qex4ioxOJfHrnsWbt8Zlj,2iojnBLj0qIMiKPvVhLnsH,r&b,0.654,0.599,-6.699,0.0563,0.0599,0,0.161,0.333,119.778,11,4,1,243800,0
No BS (feat. Kevin McCall),Chris Brown,78Vlnc4bXOViRHPx7lwLbd,4bnq4LgObdAxU8mR9wvoi7,7bXgB6jMjp9ATFy66eO08Z,r&b,0.404,0.619,-6.329,0.0582,0.12,0,0.118,0.123,171.989,1,4,0,247933,0
Sex Therapy,Robin Thicke,6MmxDAqXSxFS9dLQs1l7DT,4Gm2OtBvivEPpoDIZSvA8o,0ZrpamOxcZybMHGg1AYtHP,r&b,0.702,0.53,-4.384,0.0296,0.679,0,0.241,0.319,112.036,3,4,1,275147,48
